N	mop_num	b_lon	b_lat	p_lon	p_lat	depth	orient	shore_type
10637	HU412	-124.35680	40.56140	-124.36667	40.56327	-15.00	284.00	1
10638	HU413	-124.35620	40.56310	-124.36597	40.56558	-15.00	288.48	1
10639	HU414	-124.35530	40.56480	-124.36480	40.56771	-15.00	291.96	1
10640	HU415	-124.35440	40.56650	-124.36449	40.56960	-14.99	292.02	1
10641	HU416	-124.35350	40.56820	-124.36398	40.57141	-15.01	291.96	1
10642	HU417	-124.35260	40.56980	-124.36333	40.57326	-14.96	293.00	1
10643	HU418	-124.35170	40.57140	-124.36214	40.57493	-15.01	294.00	2
10644	HU419	-124.35070	40.57310	-124.36121	40.57624	-15.00	291.47	1
10645	HU420	-124.34990	40.57480	-124.36039	40.57778	-15.01	290.51	1
10646	HU421	-124.34900	40.57650	-124.35966	40.57961	-15.01	291.01	1
10647	HU422	-124.34820	40.57810	-124.35862	40.58121	-15.00	291.45	1
10648	HU423	-124.34730	40.57980	-124.35806	40.58269	-15.02	289.48	1
10649	HU424	-124.34660	40.58150	-124.35714	40.58434	-15.01	289.53	1
10650	HU425	-124.34570	40.58320	-124.35666	40.58673	-15.01	292.98	1
10651	HU426	-124.34470	40.58490	-124.35551	40.58847	-15.00	293.50	2
10652	HU427	-124.34380	40.58650	-124.35496	40.58984	-15.01	291.51	1
10653	HU428	-124.34300	40.58820	-124.35417	40.59129	-15.04	290.02	2
10654	HU429	-124.34220	40.58990	-124.35305	40.59332	-15.01	292.54	1
10655	HU430	-124.34120	40.59150	-124.35204	40.59508	-15.03	293.51	1
10656	HU431	-124.34030	40.59320	-124.35134	40.59659	-15.01	292.02	1
10657	HU432	-124.33940	40.59490	-124.35038	40.59835	-15.01	292.48	1
10658	HU433	-124.33850	40.59650	-124.34970	40.59985	-15.00	291.50	1
10659	HU434	-124.33770	40.59820	-124.34885	40.60145	-15.01	291.00	2
10660	HU435	-124.33680	40.59990	-124.34815	40.60321	-15.00	291.01	1
10661	HU436	-124.33600	40.60160	-124.34747	40.60477	-15.01	290.00	1
10662	HU437	-124.33520	40.60330	-124.34707	40.60658	-15.01	290.00	1
10663	HU438	-124.33440	40.60500	-124.34592	40.60845	-15.00	291.53	1
10664	HU439	-124.33350	40.60660	-124.34544	40.61054	-15.01	293.49	1
10665	HU440	-124.33250	40.60830	-124.34430	40.61238	-15.00	294.49	1
10666	HU441	-124.33150	40.60990	-124.34334	40.61390	-15.06	293.99	1
10667	HU442	-124.33060	40.61160	-124.34273	40.61560	-15.00	293.48	1
10668	HU443	-124.32960	40.61320	-124.34206	40.61731	-15.00	293.49	1
10669	HU444	-124.32870	40.61490	-124.34148	40.61902	-14.99	293.01	1
10670	HU445	-124.32770	40.61650	-124.34095	40.62088	-15.00	293.53	1
10671	HU446	-124.32680	40.61820	-124.34043	40.62249	-15.01	292.52	1
10672	HU447	-124.32590	40.61980	-124.34000	40.62391	-14.95	291.01	1
10673	HU448	-124.32510	40.62150	-124.33987	40.62580	-14.99	290.99	1
10674	HU449	-124.32420	40.62320	-124.33865	40.62763	-15.01	292.00	1
10675	HU450	-124.32330	40.62490	-124.33700	40.62953	-15.00	294.00	1
10676	HU451	-124.32230	40.62650	-124.33511	40.63072	-15.00	293.46	2
10677	HU452	-124.32140	40.62820	-124.33401	40.63236	-15.00	293.49	1
10678	HU453	-124.32040	40.62980	-124.33215	40.63406	-15.00	295.54	1
10679	HU454	-124.31940	40.63140	-124.33099	40.63579	-15.00	296.53	2
10680	HU455	-124.31830	40.63300	-124.33029	40.63744	-15.00	296.01	2
10681	HU456	-124.31730	40.63470	-124.32876	40.63866	-15.00	294.48	1
10682	HU457	-124.31630	40.63630	-124.32803	40.64026	-15.02	293.98	2
10683	HU458	-124.31540	40.63800	-124.32725	40.64172	-15.00	292.48	2
10684	HU459	-124.31450	40.63960	-124.32601	40.64340	-15.00	293.51	1
10685	HU460	-124.31350	40.64130	-124.32478	40.64502	-15.00	293.49	1
10686	HU461	-124.31260	40.64290	-124.32382	40.64687	-15.00	295.00	2
10687	HU462	-124.31150	40.64450	-124.32243	40.64910	-15.00	299.02	1
10688	HU463	-124.31030	40.64610	-124.32112	40.65094	-15.00	300.52	2
10689	HU464	-124.30910	40.64760	-124.32084	40.65264	-15.14	299.50	1
10690	HU465	-124.30800	40.64920	-124.31990	40.65431	-15.00	299.51	1
10691	HU466	-124.30680	40.65070	-124.31917	40.65536	-15.07	296.41	1
10692	HU467	-124.30590	40.65240	-124.31899	40.65611	-15.00	290.49	1
10693	HU468	-124.30510	40.65410	-124.31760	40.65822	-15.00	293.48	1
10694	HU469	-124.30400	40.65570	-124.31697	40.66082	-15.00	297.49	1
10695	HU470	-124.30290	40.65730	-124.31567	40.66202	-15.01	295.98	1
10696	HU471	-124.30190	40.65890	-124.31459	40.66359	-15.00	295.98	1
10697	HU472	-124.30080	40.66060	-124.31410	40.66541	-15.01	295.49	1
10698	HU473	-124.29980	40.66220	-124.31300	40.66719	-15.01	296.49	1
10699	HU474	-124.29870	40.66380	-124.31146	40.66831	-15.00	294.98	1
10700	HU475	-124.29780	40.66540	-124.31166	40.66997	-15.00	293.50	1
10701	HU476	-124.29680	40.66710	-124.30937	40.67155	-15.01	295.02	1
10702	HU477	-124.29580	40.66870	-124.30817	40.67318	-15.01	295.53	1
10703	HU478	-124.29480	40.67030	-124.30728	40.67471	-15.00	294.98	1
10704	HU479	-124.29380	40.67200	-124.30642	40.67636	-15.00	294.49	1
10705	HU480	-124.29280	40.67360	-124.30488	40.67817	-15.01	296.51	1
10706	HU481	-124.29170	40.67520	-124.30477	40.68036	-15.00	297.50	1
10707	HU482	-124.29060	40.67680	-124.30334	40.68183	-15.15	297.50	1
10708	HU483	-124.28950	40.67840	-124.30251	40.68321	-15.16	295.99	1
10709	HU484	-124.28850	40.68000	-124.30133	40.68464	-15.00	295.50	2
10710	HU485	-124.28750	40.68160	-124.30036	40.68668	-15.01	297.52	2
10711	HU486	-124.28630	40.68320	-124.29894	40.68840	-15.00	298.48	1
10712	HU487	-124.28520	40.68480	-124.29819	40.68993	-15.00	297.51	1
10713	HU488	-124.28410	40.68640	-124.29727	40.69160	-15.01	297.51	1
10714	HU489	-124.28300	40.68800	-124.29610	40.69284	-15.00	295.98	1
10715	HU490	-124.28200	40.68960	-124.29482	40.69445	-15.00	296.52	1
10716	HU491	-124.28090	40.69120	-124.29349	40.69617	-15.01	297.50	1
10717	HU492	-124.27980	40.69280	-124.29211	40.69786	-15.00	298.47	2
10718	HU493	-124.27860	40.69440	-124.29091	40.69957	-15.00	298.98	1
10719	HU494	-124.27750	40.69590	-124.28951	40.70105	-15.01	299.49	1
10720	HU495	-124.27630	40.69750	-124.28832	40.70308	-15.00	301.48	1
10721	HU496	-124.27500	40.69900	-124.28682	40.70449	-15.01	301.50	1
10722	HU497	-124.27380	40.70060	-124.28609	40.70566	-15.00	298.51	1
10723	HU498	-124.27270	40.70220	-124.28490	40.70733	-14.99	299.02	1
10724	HU499	-124.27150	40.70370	-124.28378	40.70897	-15.00	299.52	2
10725	HU500	-124.27040	40.70530	-124.28269	40.71036	-15.01	298.51	1
10726	HU501	-124.26920	40.70690	-124.28148	40.71238	-15.01	300.49	2
10727	HU502	-124.26800	40.70840	-124.27987	40.71370	-15.00	300.50	1
10728	HU503	-124.26680	40.71000	-124.27864	40.71550	-15.01	301.50	1
10729	HU504	-124.26550	40.71150	-124.27635	40.71664	-15.00	302.01	2
10730	HU505	-124.26430	40.71300	-124.27576	40.71812	-15.00	300.52	1
10731	HU506	-124.26310	40.71460	-124.27441	40.71965	-15.00	300.50	1
10732	HU507	-124.26190	40.71610	-124.27334	40.72100	-15.13	299.47	1
10733	HU508	-124.26080	40.71770	-124.27207	40.72224	-15.00	297.99	1
10734	HU509	-124.25970	40.71930	-124.27048	40.72412	-15.00	300.54	1
10735	HU510	-124.25840	40.72080	-124.26968	40.72624	-15.00	302.47	1
10736	HU511	-124.25710	40.72240	-124.26802	40.72727	-15.00	300.48	1
10737	HU512	-124.25600	40.72390	-124.26727	40.72874	-15.00	299.54	1
10738	HU513	-124.25480	40.72550	-124.26614	40.73016	-15.00	298.47	1
10739	HU514	-124.25370	40.72710	-124.26538	40.73171	-15.01	297.51	1
10740	HU515	-124.25260	40.72870	-124.26417	40.73326	-15.04	297.48	1
10741	HU516	-124.25150	40.73030	-124.26333	40.73497	-15.01	297.52	1
10742	HU517	-124.25040	40.73190	-124.26248	40.73667	-15.03	297.53	1
10743	HU518	-124.24930	40.73350	-124.26167	40.73817	-15.08	296.48	1
10744	HU519	-124.24830	40.73510	-124.26073	40.73980	-15.01	296.52	1
10745	HU520	-124.24720	40.73670	-124.25970	40.74163	-15.01	297.50	1
10746	HU521	-124.24610	40.73830	-124.25878	40.74330	-15.00	297.50	1
10747	HU522	-124.24500	40.73990	-124.25708	40.74466	-15.00	297.48	1
10748	HU523	-124.24390	40.74150	-124.25623	40.74616	-15.00	296.51	1
10749	HU524	-124.24290	40.74310	-124.25568	40.74761	-15.01	294.98	1
10750	HU525	-124.24190	40.74470	-124.25495	40.74942	-15.00	295.52	1
10751	HU526	-124.24080	40.74640	-124.25432	40.75107	-15.00	294.51	1
10752	HU527	-124.23990	40.74800	-124.25351	40.75259	-15.00	294.00	1
10753	HU528	-124.23890	40.74960	-124.25266	40.75392	-15.01	292.51	2
10754	HU529	-124.23800	40.75130	-124.25257	40.75421	-15.01	284.77	2
10755	HU530	-124.23700	40.75300	-124.25257	40.75421	-15.01	275.86	2
10756	HU531	-124.23610	40.75460	-124.25257	40.75421	-15.01	268.21	0
10757	HU532	-124.23520	40.75630	-124.23520	40.75630	-18.06	999.99	0
10758	HU533	-124.23630	40.75770	-124.23630	40.75770	-17.53	999.99	0
10759	HU534	-124.23790	40.75900	-124.23790	40.75900	-17.60	999.99	0
10760	HU535	-124.23950	40.76030	-124.23950	40.76030	-17.43	999.99	0
10761	HU536	-124.24110	40.76160	-124.24110	40.76160	-16.02	999.99	0
10762	HU537	-124.24280	40.76290	-124.24280	40.76290	-15.46	999.99	0
10763	HU538	-124.24440	40.76420	-124.24519	40.76432	-14.64	281.34	0
10764	HU539	-124.24470	40.76560	-124.24470	40.76560	-16.69	999.99	0
10765	HU540	-124.24310	40.76680	-124.24310	40.76680	-19.72	999.99	0
10766	HU541	-124.24140	40.76810	-124.24175	40.76817	-15.00	284.79	0
10767	HU542	-124.23980	40.76940	-124.24277	40.77676	-15.00	343.01	0
10768	HU543	-124.23790	40.76900	-124.23586	40.77917	-15.01	8.64	0
10769	HU544	-124.23630	40.76770	-124.23586	40.77917	-15.01	1.66	0
10770	HU545	-124.23470	40.76630	-124.23586	40.77917	-15.01	356.10	0
10771	HU546	-124.23290	40.76510	-124.23586	40.77917	-15.01	350.95	0
10772	HU547	-124.23090	40.76600	-124.23586	40.77917	-15.01	344.08	0
10773	HU548	-124.22900	40.76710	-124.23586	40.77917	-15.01	336.71	2
10774	HU549	-124.22760	40.76850	-124.23586	40.77917	-15.01	329.62	2
10775	HU550	-124.22630	40.77000	-124.23586	40.77917	-15.01	321.71	2
10776	HU551	-124.22520	40.77160	-124.23586	40.77917	-15.01	313.16	2
10777	HU552	-124.22430	40.77330	-124.23586	40.77917	-15.01	303.85	2
10778	HU553	-124.22330	40.77490	-124.23489	40.77967	-15.00	298.52	1
10779	HU554	-124.22220	40.77650	-124.23315	40.78091	-15.00	298.01	1
10780	HU555	-124.22110	40.77810	-124.23163	40.78225	-15.00	297.50	1
10781	HU556	-124.22000	40.77970	-124.22979	40.78407	-15.00	300.52	1
10782	HU557	-124.21870	40.78120	-124.22826	40.78600	-15.00	303.55	1
10783	HU558	-124.21740	40.78270	-124.22721	40.78725	-15.00	301.49	1
10784	HU559	-124.21620	40.78430	-124.22640	40.78832	-15.00	297.50	1
10785	HU560	-124.21520	40.78590	-124.22512	40.78998	-15.01	298.51	1
10786	HU561	-124.21400	40.78740	-124.22348	40.79163	-15.00	300.51	1
10787	HU562	-124.21280	40.78900	-124.22211	40.79283	-15.00	298.52	1
10788	HU563	-124.21170	40.79060	-124.22082	40.79427	-15.00	297.99	1
10789	HU564	-124.21060	40.79220	-124.21948	40.79593	-15.00	299.02	1
10790	HU565	-124.20940	40.79370	-124.21843	40.79749	-15.01	299.01	1
10791	HU566	-124.20830	40.79530	-124.21830	40.79899	-15.00	295.99	1
10792	HU567	-124.20730	40.79700	-124.21739	40.80073	-15.01	296.03	1
10793	HU568	-124.20620	40.79850	-124.21581	40.80262	-15.01	299.53	1
10794	HU569	-124.20500	40.80010	-124.21463	40.80405	-15.00	298.45	1
10795	HU570	-124.20390	40.80170	-124.21367	40.80555	-15.00	297.50	1
10796	HU571	-124.20280	40.80330	-124.21266	40.80702	-15.01	296.49	1
10797	HU572	-124.20180	40.80490	-124.21180	40.80843	-15.00	295.00	1
10798	HU573	-124.20080	40.80660	-124.21067	40.81001	-15.01	294.54	1
10799	HU574	-124.19980	40.80820	-124.20962	40.81190	-15.01	296.47	1
10800	HU575	-124.19870	40.80980	-124.20879	40.81377	-15.02	297.47	1
10801	HU576	-124.19760	40.81140	-124.20812	40.81554	-15.00	297.47	1
10802	HU577	-124.19650	40.81300	-124.20718	40.81694	-15.00	295.99	1
10803	HU578	-124.19550	40.81460	-124.20599	40.81856	-15.01	296.51	1
10804	HU579	-124.19440	40.81620	-124.20462	40.82040	-15.00	298.50	1
10805	HU580	-124.19320	40.81780	-124.20403	40.82215	-15.01	297.96	1
10806	HU581	-124.19210	40.81940	-124.20290	40.82338	-15.01	295.97	1
10807	HU582	-124.19110	40.82100	-124.20202	40.82476	-15.00	294.47	1
10808	HU583	-124.19010	40.82270	-124.20088	40.82642	-15.00	294.51	1
10809	HU584	-124.18910	40.82430	-124.20016	40.82838	-15.00	295.99	1
10810	HU585	-124.18800	40.82590	-124.19914	40.83001	-15.00	295.99	1
10811	HU586	-124.18700	40.82750	-124.19811	40.83151	-15.00	295.50	1
10812	HU587	-124.18600	40.82910	-124.19703	40.83326	-15.01	296.50	1
10813	HU588	-124.18490	40.83070	-124.19593	40.83450	-15.00	294.48	1
10814	HU589	-124.18400	40.83240	-124.19540	40.83615	-15.00	293.50	1
10815	HU590	-124.18300	40.83400	-124.19423	40.83815	-15.00	296.03	1
10816	HU591	-124.18190	40.83560	-124.19329	40.83971	-15.00	295.50	1
10817	HU592	-124.18090	40.83730	-124.19249	40.84130	-15.00	294.52	1
10818	HU593	-124.17990	40.83890	-124.19147	40.84308	-15.00	295.53	1
10819	HU594	-124.17890	40.84050	-124.19054	40.84460	-15.00	294.97	1
10820	HU595	-124.17790	40.84220	-124.18960	40.84623	-15.00	294.48	1
10821	HU596	-124.17690	40.84380	-124.18871	40.84777	-15.01	293.96	1
10822	HU597	-124.17600	40.84550	-124.18768	40.84953	-15.01	294.52	1
10823	HU598	-124.17490	40.84710	-124.18649	40.85147	-15.00	296.50	1
10824	HU599	-124.17390	40.84870	-124.18571	40.85296	-15.00	295.50	1
10825	HU600	-124.17290	40.85030	-124.18485	40.85433	-15.00	294.03	1
10826	HU601	-124.17200	40.85200	-124.18398	40.85595	-15.00	293.55	1
10827	HU602	-124.17100	40.85360	-124.18297	40.85782	-15.00	294.99	1
10828	HU603	-124.17000	40.85530	-124.18191	40.85960	-15.01	295.52	1
10829	HU604	-124.16890	40.85690	-124.18121	40.86095	-15.01	293.51	1
10830	HU605	-124.16810	40.85860	-124.18038	40.86245	-15.00	292.52	1
10831	HU606	-124.16710	40.86020	-124.17920	40.86456	-15.00	295.48	1
10832	HU607	-124.16610	40.86180	-124.17850	40.86588	-15.01	293.51	1
10833	HU608	-124.16520	40.86350	-124.17783	40.86707	-15.00	290.49	1
10834	HU609	-124.16440	40.86520	-124.17677	40.86908	-15.01	292.53	1
10835	HU610	-124.16340	40.86680	-124.17580	40.87088	-15.01	293.51	1
10836	HU611	-124.16250	40.86850	-124.17490	40.87258	-15.00	293.52	1
10837	HU612	-124.16150	40.87010	-124.17414	40.87406	-15.01	292.51	1
10838	HU613	-124.16070	40.87180	-124.17348	40.87542	-15.00	290.54	1
10839	HU614	-124.15980	40.87350	-124.17249	40.87728	-15.02	291.50	1
10840	HU615	-124.15890	40.87520	-124.17164	40.87909	-15.00	291.99	1
10841	HU616	-124.15800	40.87680	-124.17101	40.88048	-15.01	290.51	1
10842	HU617	-124.15730	40.87850	-124.17074	40.88094	-15.01	283.50	1
10843	HU618	-124.15690	40.88030	-124.16982	40.88282	-15.01	284.47	1
10844	HU619	-124.15610	40.88200	-124.16833	40.88602	-14.99	293.50	1
10845	HU620	-124.15500	40.88360	-124.16727	40.88823	-15.00	296.53	1
10846	HU621	-124.15400	40.88520	-124.16682	40.88921	-15.00	292.48	1
10847	HU622	-124.15320	40.88690	-124.16634	40.89042	-15.01	289.51	1
10848	HU623	-124.15240	40.88860	-124.16560	40.89214	-15.01	289.53	1
10849	HU624	-124.15160	40.89030	-124.16481	40.89384	-15.01	289.52	1
10850	HU625	-124.15080	40.89200	-124.16404	40.89554	-15.00	289.48	1
10851	HU626	-124.15000	40.89370	-124.16335	40.89708	-15.00	288.52	1
10852	HU627	-124.14930	40.89540	-124.16273	40.89860	-15.00	287.50	1
10853	HU628	-124.14860	40.89710	-124.16200	40.90020	-15.00	287.02	1
10854	HU629	-124.14790	40.89890	-124.16119	40.90216	-14.99	287.98	1
10855	HU630	-124.14710	40.90060	-124.16042	40.90397	-15.00	288.51	1
10856	HU631	-124.14640	40.90230	-124.15987	40.90551	-15.01	287.50	1
10857	HU632	-124.14570	40.90400	-124.15914	40.90720	-15.00	287.49	1
10858	HU633	-124.14500	40.90570	-124.15839	40.90908	-15.00	288.47	1
10859	HU634	-124.14420	40.90740	-124.15791	40.91056	-15.00	286.96	1
10860	HU635	-124.14360	40.90920	-124.15717	40.91233	-15.01	286.97	1
10861	HU636	-124.14280	40.91090	-124.15647	40.91426	-15.01	288.02	1
10862	HU637	-124.14210	40.91260	-124.15597	40.91581	-15.01	287.03	1
10863	HU638	-124.14140	40.91430	-124.15546	40.91705	-14.99	284.51	1
10864	HU639	-124.14090	40.91610	-124.15488	40.91864	-15.00	283.52	1
10865	HU640	-124.14030	40.91780	-124.15420	40.92081	-15.00	285.99	1
10866	HU641	-124.13960	40.91950	-124.15363	40.92253	-15.01	285.95	1
10867	HU642	-124.13900	40.92130	-124.15291	40.92451	-15.00	286.98	1
10868	HU643	-124.13820	40.92300	-124.15224	40.92645	-15.00	288.02	1
10869	HU644	-124.13750	40.92470	-124.15184	40.92781	-15.00	286.02	1
10870	HU645	-124.13690	40.92640	-124.15138	40.92923	-15.01	284.50	1
10871	HU646	-124.13630	40.92820	-124.15089	40.93074	-15.00	282.98	1
10872	HU647	-124.13580	40.93000	-124.15027	40.93242	-15.00	282.48	1
10873	HU648	-124.13530	40.93170	-124.14972	40.93412	-15.01	282.52	1
10874	HU649	-124.13480	40.93350	-124.14909	40.93589	-15.01	282.48	1
10875	HU650	-124.13430	40.93520	-124.14856	40.93759	-15.00	282.51	1
10876	HU651	-124.13380	40.93700	-124.14793	40.93956	-15.00	283.49	1
10877	HU652	-124.13320	40.93870	-124.14734	40.94156	-15.00	284.99	1
10878	HU653	-124.13260	40.94050	-124.14687	40.94329	-15.01	284.51	1
10879	HU654	-124.13200	40.94220	-124.14637	40.94501	-15.00	284.51	1
10880	HU655	-124.13140	40.94400	-124.14581	40.94722	-15.01	286.48	1
10881	HU656	-124.13060	40.94570	-124.14545	40.94946	-15.00	288.53	1
10882	HU657	-124.12990	40.94740	-124.14523	40.95072	-15.01	286.00	1
10883	HU658	-124.12930	40.94910	-124.14490	40.95214	-15.00	284.47	1
10884	HU659	-124.12870	40.95090	-124.14468	40.95369	-15.00	283.02	1
10885	HU660	-124.12820	40.95260	-124.14439	40.95553	-15.00	283.48	1
10886	HU661	-124.12760	40.95440	-124.14398	40.95783	-15.00	285.50	1
10887	HU662	-124.12690	40.95610	-124.14362	40.96008	-15.00	287.50	1
10888	HU663	-124.12620	40.95780	-124.14340	40.96140	-15.00	285.49	1
10889	HU664	-124.12560	40.95960	-124.14326	40.96305	-15.00	284.50	1
10890	HU665	-124.12500	40.96130	-124.14292	40.96480	-15.00	284.50	1
10891	HU666	-124.12440	40.96310	-124.14265	40.96667	-15.00	284.52	1
10892	HU667	-124.12380	40.96480	-124.14237	40.96856	-15.00	285.01	1
10893	HU668	-124.12320	40.96650	-124.14220	40.96994	-15.00	283.48	1
10894	HU669	-124.12270	40.96830	-124.14196	40.97166	-15.00	283.01	1
10895	HU670	-124.12210	40.97000	-124.14193	40.97274	-15.00	280.37	1
10896	HU671	-124.12180	40.97180	-124.14186	40.97353	-15.00	276.52	1
10897	HU672	-124.12160	40.97360	-124.14165	40.97492	-15.00	274.98	1
10898	HU673	-124.12140	40.97540	-124.14151	40.97673	-15.00	275.01	1
10899	HU674	-124.12120	40.97720	-124.14139	40.97921	-15.00	277.51	1
10900	HU675	-124.12080	40.97900	-124.14107	40.98129	-15.00	278.51	1
10901	HU676	-124.12050	40.98080	-124.14112	40.98341	-15.00	279.52	1
10902	HU677	-124.12000	40.98250	-124.14095	40.98600	-15.00	282.48	1
10903	HU678	-124.11950	40.98430	-124.14087	40.98802	-15.00	282.99	1
10904	HU679	-124.11890	40.98600	-124.14084	40.99075	-15.00	286.00	1
10905	HU680	-124.11820	40.98780	-124.14086	40.99223	-15.00	284.52	1
10906	HU681	-124.11770	40.98950	-124.14079	40.99352	-15.00	282.99	1
10907	HU682	-124.11710	40.99130	-124.14079	40.99575	-15.00	283.98	1
10908	HU683	-124.11650	40.99300	-124.14077	40.99642	-15.00	280.58	1
10909	HU684	-124.11620	40.99480	-124.14107	40.99828	-15.00	280.50	1
10910	HU685	-124.11570	40.99650	-124.14103	41.00074	-15.00	282.51	1
10911	HU686	-124.11520	40.99830	-124.14089	41.00207	-15.00	281.00	1
10912	HU687	-124.11480	41.00010	-124.14104	41.00341	-15.00	279.49	1
10913	HU688	-124.11440	41.00190	-124.14077	41.00470	-15.00	278.01	1
10914	HU689	-124.11410	41.00370	-124.14084	41.00506	-15.02	273.86	1
10915	HU690	-124.11400	41.00540	-124.14086	41.00718	-15.00	275.02	1
10916	HU691	-124.11370	41.00720	-124.14115	41.00938	-15.00	276.01	1
10917	HU692	-124.11350	41.00900	-124.14078	41.01116	-15.00	275.99	1
10918	HU693	-124.11320	41.01080	-124.14082	41.01336	-15.00	277.00	1
10919	HU694	-124.11290	41.01260	-124.14033	41.01514	-15.00	277.00	1
10920	HU695	-124.11260	41.01440	-124.13989	41.01693	-15.00	277.00	1
10921	HU696	-124.11230	41.01620	-124.13930	41.01870	-15.00	277.00	1
10922	HU697	-124.11200	41.01800	-124.13921	41.02016	-15.00	276.01	1
10923	HU698	-124.11170	41.01980	-124.13921	41.02052	-15.00	271.99	2
10924	HU699	-124.11150	41.02150	-124.13921	41.02052	-15.00	267.32	2
10925	HU700	-124.11130	41.02330	-124.13921	41.02052	-15.00	262.48	2
10926	HU701	-124.11120	41.02510	-124.13921	41.02052	-15.00	257.77	2
10927	HU702	-124.11140	41.02690	-124.13921	41.02052	-15.00	253.09	2
10928	HU703	-124.11160	41.02870	-124.13921	41.02052	-15.00	248.56	1
10929	HU704	-124.11250	41.03040	-124.13921	41.02052	-15.00	243.88	2
10930	HU705	-124.11420	41.03150	-124.13921	41.02052	-15.00	239.81	2
10931	HU706	-124.11630	41.03220	-124.13952	41.02308	-15.00	242.50	2
10932	HU707	-124.11730	41.03390	-124.13964	41.02640	-15.00	246.01	2
10933	HU708	-124.11820	41.03540	-124.13934	41.02880	-15.00	247.52	1
10934	HU709	-124.11890	41.03700	-124.13946	41.02988	-15.00	245.34	2
10935	HU710	-124.11940	41.03870	-124.13946	41.02988	-15.00	239.76	2
10936	HU711	-124.12120	41.03980	-124.13985	41.03368	-15.00	246.49	2
10937	HU712	-124.12020	41.04140	-124.14080	41.03666	-15.00	253.04	2
10938	HU713	-124.12100	41.04300	-124.14080	41.03666	-15.00	247.00	2
10939	HU714	-124.12270	41.04420	-124.14080	41.03666	-15.00	241.09	2
10940	HU715	-124.12410	41.04560	-124.14080	41.03666	-15.00	234.64	2
10941	HU716	-124.12550	41.04660	-124.14124	41.03732	-15.00	231.99	2
10942	HU717	-124.12500	41.04810	-124.14142	41.03756	-15.00	229.60	2
10943	HU718	-124.12630	41.04930	-124.14142	41.03756	-15.00	224.17	2
10944	HU719	-124.12820	41.05020	-124.14142	41.03756	-15.00	218.27	2
10945	HU720	-124.12960	41.05160	-124.14142	41.03756	-15.00	212.42	2
10946	HU721	-124.13190	41.05210	-124.14142	41.03756	-15.00	206.28	2
10947	HU722	-124.13330	41.05350	-124.14142	41.03756	-15.00	201.02	2
10948	HU723	-124.13480	41.05490	-124.14142	41.03756	-15.00	196.06	2
10949	HU724	-124.13690	41.05540	-124.14142	41.03756	-15.00	190.82	2
10950	HU725	-124.13880	41.05630	-124.14142	41.03756	-15.00	186.02	2
10951	HU726	-124.14110	41.05700	-124.14142	41.03756	-15.00	180.71	2
10952	HU727	-124.14340	41.05730	-124.14142	41.03756	-15.00	175.67	2
10953	HU728	-124.14560	41.05710	-124.14142	41.03756	-15.00	170.83	2
10954	HU729	-124.14630	41.05580	-124.14142	41.03756	-15.00	168.59	2
10955	HU730	-124.14730	41.05430	-124.14142	41.03756	-15.00	165.16	2
10956	HU731	-124.14750	41.05260	-124.14714	41.05107	-15.00	169.94	2
10957	HU732	-124.14920	41.05140	-124.14854	41.05051	-18.41	150.78	2
10958	HU733	-124.15140	41.05120	-124.15217	41.04903	-14.32	194.98	2
10959	HU734	-124.15280	41.05260	-124.15712	41.05091	-15.00	242.58	1
10960	HU735	-124.15340	41.05420	-124.16167	41.05409	-15.23	268.99	1
10961	HU736	-124.15270	41.05600	-124.16584	41.05922	-14.28	288.00	2
10962	HU737	-124.15140	41.05710	-124.16334	41.05974	-16.49	286.34	2
10963	HU738	-124.14980	41.05830	-124.16334	41.05974	-16.49	278.03	2
10964	HU739	-124.14890	41.06000	-124.16334	41.05974	-16.49	268.63	2
10965	HU740	-124.14870	41.06170	-124.16334	41.05974	-16.49	259.93	2
10966	HU741	-124.14990	41.06320	-124.16334	41.05974	-16.49	251.15	2
10967	HU742	-124.15120	41.06460	-124.16334	41.05974	-16.49	242.04	2
10968	HU743	-124.15060	41.06630	-124.16334	41.05974	-16.49	235.67	1
10969	HU744	-124.15190	41.06770	-124.16334	41.05974	-16.49	227.30	2
10970	HU745	-124.15410	41.06780	-124.16334	41.05974	-16.49	220.84	2
10971	HU746	-124.15580	41.06670	-124.16402	41.06072	-15.01	226.03	2
10972	HU747	-124.15690	41.06770	-124.16483	41.06138	-15.03	223.41	1
10973	HU748	-124.15870	41.06870	-124.16702	41.06571	-15.01	244.52	2
10974	HU749	-124.15870	41.07000	-124.16667	41.06979	-15.32	268.00	1
10975	HU750	-124.15810	41.07120	-124.16683	41.07021	-15.03	261.45	1
10976	HU751	-124.15930	41.07260	-124.16657	41.07222	-15.01	266.03	1
10977	HU752	-124.15900	41.07410	-124.16768	41.07648	-15.00	289.99	2
10978	HU753	-124.15750	41.07530	-124.16811	41.07927	-15.02	296.40	1
10979	HU754	-124.15720	41.07640	-124.16811	41.07927	-15.02	289.24	2
10980	HU755	-124.15550	41.07740	-124.16811	41.07927	-15.02	281.13	2
10981	HU756	-124.15590	41.07910	-124.16811	41.07927	-15.02	271.06	2
10982	HU757	-124.15680	41.08060	-124.16805	41.07956	-15.02	263.01	2
10983	HU758	-124.15690	41.08150	-124.16802	41.07971	-15.00	257.95	2
10984	HU759	-124.15610	41.08290	-124.16802	41.07971	-15.00	250.45	2
10985	HU760	-124.15680	41.08460	-124.16802	41.07971	-15.00	239.96	2
